Language,Index,Word
eu,69,goddamn
eu,70,infernua
eu,71,hore
eu,72,jerk-off
eu,73,kock
eu,74,labia
eu,75,lust
eu,76,lusting
eu,77,masochist
eu,78,masturbate
eu,79,ama arruga
eu,80,nazi
eu,81,beltz
eu,82,beltzak
eu,83,orgasim
eu,84,orgasm
eu,85,orgasms
eu,86,pecker
eu,87,zakila
eu,88,piss
eu,89,pissed
eu,90,pisser
eu,91,pisses
eu,92,pissing
eu,93,pissoff
eu,94,pedriza
eu,95,pornoa
eu,96,porno
eu,97,pornografia
eu,98,prick
eu,99,pricks
eu,100,pube
eu,101,pussies
eu,102,pussy
eu,103,bortxaketa
eu,104,rapist
eu,105,rectum
eu,106,retard
eu,107,rimming
eu,108,sadist
eu,109,screwing
eu,110,scrotum
eu,111,semen
eu,112,sexua
eu,113,ubarroi
eu,114,shagging
eu,115,shemale
eu,116,kaka
eu,117,shite
eu,118,shits
eu,119,shitted
eu,120,shitting
eu,121,inoiz
eu,122,skank
eu,123,slut
eu,124,sluts
eu,125,smegma
eu,126,smut
eu,127,snatch
eu,128,seme-of-a-puta
eu,129,spac
eu,130,spunk
eu,131,barrabil
eu,132,tit
eu,133,amilotxak
eu,134,titt
eu,135,turd
eu,136,baginaren
eu,137,viagra
eu,138,vulva
eu,139,wang
eu,140,wank
eu,141,x baloratu
eu,142,xxx
fa,0,سقط جنین
fa,1,مقعد
fa,2,anus
fa,3,الاغ
fa,4,الاغ لعنتی
fa,5,احمق
fa,6,احمق ها
fa,7,کمان توپ
fa,8,توپ ها
fa,9,حرامزاده
fa,10,پرونده
fa,11,جانوری
fa,12,حیوانات
fa,13,عوضی
fa,14,سگ ها
fa,15,جادوگر
fa,16,خون آشام
fa,17,blowjob
fa,18,بولاک
fa,19,boob
fa,20,مشاعره
fa,21,سینه ها
fa,22,بوتا
fa,23,بدم
fa,24,لب به لب
fa,25,موکن فرش
fa,26,چنبره
fa,27,cipa
fa,28,دلقک
fa,29,خروس
fa,30,خنده دار
fa,31,کوون
fa,32,چرندیات
fa,33,تقدیر
fa,34,cumshot
fa,35,cunillingus
fa,36,کس
fa,37,لعنت
fa,38,دیک
fa,39,کیرمصنوعی
fa,40,dildos
fa,41,دینک
fa,42,سگ لعنتی
fa,43,دوش
fa,44,دایک
fa,45,انزال
fa,46,فاج
fa,47,چرت زدن
fa,48,قورباغه
fa,49,قورباغه ها
fa,50,فانی
fa,51,felching
fa,52,felatio
fa,53,فلنج
fa,54,دمدمی مزاجی
fa,55,دمار از روزگارمان درآورد
fa,56,لعنتی
fa,57,fucks
fa,58,بسته بندی فوج
fa,59,خداحافظ
fa,60,لعنت خدا
fa,61,جهنم
fa,62,خرس
fa,63,شاخدار
fa,64,تکان دادن
fa,65,خب
fa,66,لگن
fa,67,شهوت
fa,68,شهوانی
fa,69,مازوکیست
fa,70,استمناء
fa,71,مرده مادر
fa,72,نازی
fa,73,نجار
fa,74,نجارها
fa,75,ارگاسم
fa,76,پیکر
fa,77,آلت تناسلی
fa,78,شاش
fa,79,ترسناک
fa,80,پوسیر
fa,81,مروارید
fa,82,پوسیدن
fa,83,پیزوف
fa,84,کلوچه
fa,85,پورنو
fa,86,پورنوگرافی
fa,87,ضرب و شتم
fa,88,قیمت ها
fa,89,پرده
fa,90,گربه
fa,91,تجاوز به عنف
fa,92,مهاجم
fa,93,رکتوم
fa,94,عقب مانده
fa,95,ریمینگ
fa,96,سادیست
fa,97,پیچش
fa,98,اسکروتوم
fa,99,اسپرم
fa,100,ارتباط جنسی
fa,101,زدن
fa,102,shagging
fa,103,باشگاه
fa,104,گریه
fa,105,shite
fa,106,shits
fa,107,shitting
fa,108,اسکانک
fa,109,شلخته
fa,110,برنامه نویس
fa,111,اسمگما
fa,112,اسموتی
fa,113,خراب کردن
fa,114,پسر یک خانم
fa,115,فاصله
fa,116,گول زدن
fa,117,بیضه
fa,118,دختره
fa,119,جوانان
fa,120,titt
fa,121,توراد
fa,122,واژن
fa,123,ویاگرا
fa,124,ولو
fa,125,وانگ
fa,126,wank
fa,127,فاحشه
fa,128,x امتیاز
fa,129,xxx
fi,0,abortti
fi,1,anaali-
fi,2,peräaukko
fi,3,perse
fi,4,ass-kusipää
fi,5,aasit
fi,6,kusipää
fi,7,paskiaiset
fi,8,pallokassi
fi,9,pallot
fi,10,bellend
fi,11,eläimellinen
fi,12,raakuus
fi,13,narttu
fi,14,nartut
fi,15,pienoisen
fi,16,verinen
fi,17,suihin
fi,18,bollok
fi,19,töppäys
fi,20,tissit
fi,21,rinnat
fi,22,buceta
fi,23,pylly
fi,24,pusku
fi,25,maton muncher
fi,26,kilinä
fi,27,cipa
fi,28,klitoris
fi,29,kukko
fi,30,kukko-tikkari
fi,31,kukot
fi,32,neekeri
fi,33,paska
fi,34,cum
fi,35,cumshot
fi,36,cunillingus
fi,37,pahuksen
fi,38,kalu
fi,39,dildo
fi,40,dildot
fi,41,dink
fi,42,koira-kusipää
fi,43,duche
fi,44,lesbo
fi,45,huudahtaa
fi,46,ejaculated
fi,47,siemensyöksyn
fi,48,siemensyöksy
fi,49,väsyttää
fi,50,fagging
fi,51,homo
fi,52,risukimppuina
fi,53,häpy
fi,54,felching
fi,55,fellatio
fi,56,laippa
fi,57,naida
fi,58,fucked
fi,59,fuckers
fi,60,helvetin
fi,61,fuckings
fi,62,nussii
fi,63,fudge-pakkaaja
fi,64,helvetti
fi,65,hore
fi,66,kiimainen
fi,67,jerk-off
fi,68,kock
fi,69,häpyhuulet
fi,70,himo
fi,71,lusting
fi,72,masokisti
fi,73,masturboida
fi,74,äiti kusipää
fi,75,natsi
fi,76,nekru
fi,77,neekerit
fi,78,orgasim
fi,79,orgasmi
fi,80,orgasmeja
fi,81,penis
fi,82,kusta
fi,83,kännissä
fi,84,pisser
fi,85,pisses
fi,86,pissing
fi,87,häivy
fi,88,uloste
fi,89,porno
fi,90,pornografia
fi,91,ääliö
fi,92,tutkainta
fi,93,pube
fi,94,pussies
fi,95,pimppi
fi,96,raiskata
fi,97,raiskaaja
fi,98,peräsuoli
fi,99,kehitysvammainen
fi,100,rimming
fi,101,sadisti
fi,102,ruuvaamalla
fi,103,kivespussi
fi,104,siemenneste
fi,105,sukupuoli
fi,106,shag
fi,107,shagging
fi,108,shemale
fi,109,shite
fi,110,ripuli
fi,111,shitted
fi,112,skank
fi,113,lutka
fi,114,huoria
fi,115,smegma
fi,116,noki
fi,117,siepata
fi,118,son-of-a-bitch
fi,119,spac
fi,120,rohkeus
fi,121,kives
fi,122,tissi
fi,123,titt
fi,124,paskiainen
fi,125,emätin
fi,126,viagra
fi,127,ulkosynnyttimet
fi,128,wang
fi,129,wank
fi,130,huora
fi,131,x mitoitettu
fi,132,xxx
fr,0,avortement
fr,1,anal
fr,2,anus
fr,3,cul
fr,4,enculer
fr,5,culs
fr,6,connard
fr,7,connards
fr,8,sac de billes
fr,9,des balles
fr,10,bellend
fr,11,bestial
fr,12,bestialité
fr,13,chienne
fr,14,chiennes
fr,15,salope
fr,16,sanglant
fr,17,pipe
fr,18,bollok
fr,19,boob
fr,20,seins
fr,21,les seins
fr,22,buceta
fr,23,clochard
fr,24,bout
fr,25,tapis muncher
fr,26,fente
fr,27,cipa
fr,28,clitoris
fr,29,coq
fr,30,suceuse
fr,31,coqs
fr,32,nègre
fr,33,merde
fr,34,sperme
fr,35,éjaculation
fr,36,cunillingus
fr,37,chatte
fr,38,zut
fr,39,queue
fr,40,godemiché
fr,41,godes
fr,42,tremper
fr,43,baiseur de chien
fr,44,duché
fr,45,digue
fr,46,éjaculer
fr,47,éjaculé
fr,48,éjacule
fr,49,éjaculant
fr,50,pédé
fr,51,fagging
fr,52,fagot
fr,53,fagots
fr,54,penchant
fr,55,fellation
fr,56,bride
fr,57,baisée
fr,58,enfoiré
fr,59,baiseurs
fr,60,putain de
fr,61,fuckings
fr,62,baise
fr,63,emballeur de fudge
fr,64,damné
fr,65,putain
fr,66,enfer
fr,67,hore
fr,68,corné
fr,69,se branler
fr,70,kock
fr,71,les lèvres
fr,72,luxure
fr,73,convoitise
fr,74,masochiste
fr,75,masturber
fr,76,mère enculée
fr,77,nazi
fr,78,nègres
fr,79,orgasim
fr,80,orgasme
fr,81,orgasmes
fr,82,quéquette
fr,83,pénis
fr,84,pisse
fr,85,bourré
fr,86,pisser
fr,87,faire chier
fr,88,caca
fr,89,porno
fr,90,pornographie
fr,91,piquer
fr,92,piqûres
fr,93,pube
fr,94,chattes
fr,95,râpé
fr,96,violeur
fr,97,rectum
fr,98,retard
fr,99,rimming
fr,100,sadique
fr,101,scrotum
fr,102,sexe
fr,103,baiser
fr,104,transexuelle
fr,105,chier
fr,106,chié
fr,107,merdique
fr,108,skank
fr,109,salopes
fr,110,smegma
fr,111,cochonneries
fr,112,arracher
fr,113,fils de pute
fr,114,espacer
fr,115,cran
fr,116,testicule
fr,117,mésange
fr,118,titt
fr,119,vagin
fr,120,viagra
fr,121,vulve
fr,122,wang
fr,123,branler
fr,124,x évalué
fr,125,xxx
gd,0,gort
gd,1,anal
gd,2,anus
gd,3,asal
gd,4,as-fucker
gd,5,asail
gd,6,asshole
gd,7,ballbag
gd,8,bàlaichean
gd,9,bòidheach
gd,10,bòidhchead
gd,11,saoghail
gd,12,sìorrachd
gd,13,bitch
gd,14,bitches
gd,15,bitching
gd,16,fuilteach
gd,17,blowjob
gd,18,bollok
gd,19,boob
gd,20,boobs
gd,21,bròin
gd,22,buceta
gd,23,bum
gd,24,acht
gd,25,sgaoileadh
gd,26,chink
gd,27,cipa
gd,28,clitoris
gd,29,coileach
gd,30,coileach-siùcair
gd,31,còcaichean
gd,32,coon
gd,33,crap
gd,34,cum
gd,35,cumshot
gd,36,a h-uile càil
gd,37,cunt
gd,38,damn
gd,39,dick
gd,40,dildo
gd,41,dildos
gd,42,dink
gd,43,cù-fucker
gd,44,dhanhe
gd,45,gàrradh
gd,46,ejaculate
gd,47,ejaculates
gd,48,ejaculation
gd,49,fag
gd,50,fagging
gd,51,fagot
gd,52,fagots
gd,53,fanny
gd,54,sgoltadh
gd,55,marlatio
gd,56,flange
gd,57,fuck
gd,58,fucked
gd,59,fucker
gd,60,fuckers
gd,61,fucking
gd,62,fuckings
gd,63,fucks
gd,64,pàipeir donn
gd,65,diadhaidh diadhaidh
gd,66,goddamn
gd,67,ifrinn
gd,68,air adhart
gd,69,adharcach
gd,70,jerk-off
gd,71,kock
gd,72,labia
gd,73,lust
gd,74,s an iar-
gd,75,bochlach
gd,76,màthair fucker
gd,77,nazi
gd,78,nigger
gd,79,niggers
gd,80,orgasm
gd,81,orgasms
gd,82,pecker
gd,83,pìos
gd,84,piss
gd,85,pisser
gd,86,pisses
gd,87,pissing
gd,88,falbh 's tarraing
gd,89,poop
gd,90,porn
gd,91,porno
gd,92,pornagraf
gd,93,tilgeil
gd,94,pricsean
gd,95,taigh-seinnse
gd,96,pussies
gd,97,pussy
gd,98,èigneachadh
gd,99,rapist
gd,100,ceart
gd,101,ath-dhreuchd
gd,102,rimming
gd,103,sadist
gd,104,scrotum
gd,105,spiorad
gd,106,gnè
gd,107,sèidse
gd,108,shemale
gd,109,shit
gd,110,seallaidhean
gd,111,shits
gd,112,s an iar-dheas
gd,113,shitting
gd,114,shitty
gd,115,skank
gd,116,slut
gd,117,sluts
gd,118,smegma
gd,119,smut
gd,120,snatch
gd,121,mac-a-bitch
gd,122,farsaingeachd
gd,123,spunk
gd,124,deuchainn
gd,125,cait
gd,126,tits
gd,127,titt
gd,128,turd
gd,129,banainn
gd,130,trogra
gd,131,vulva
gd,132,wang
gd,133,wank
gd,134,brògan
gd,135,x air a rangachadh
gd,136,xxx
gl,0,aborto
gl,1,anal
gl,2,ano
gl,3,asno
gl,4,ass-fucker
gl,5,asnos
gl,6,gilipollas
gl,7,asas
gl,8,bolso
gl,9,bolas
gl,10,bastardo
gl,11,bellend
gl,12,bestial
gl,13,bestialidade
gl,14,puta
gl,15,femias
gl,16,bitching
gl,17,sanguento
gl,18,mamada
gl,19,bollok
gl,20,boob
gl,21,boobs
gl,22,peitos
gl,23,buceta
gl,24,bum
gl,25,culata
gl,26,mochilete de alfombras
gl,27,chink
gl,28,cipa
gl,29,clítoris
gl,30,galo
gl,31,galopante
gl,32,galiñas
gl,33,coon
gl,34,merda
gl,35,cum
gl,36,corrida
gl,37,cunillingus
gl,38,coño
gl,39,maldición
gl,40,pau
gl,41,consolador
gl,42,consoladores
gl,43,dink
gl,44,can fuck
gl,45,duche
gl,46,dique
gl,47,ejacular
gl,48,ejaculado
gl,49,ejacula
gl,50,ejaculando
gl,51,ejaculação
gl,52,fag
gl,53,fagging
gl,54,fagot
gl,55,fagots
gl,56,fanny
gl,57,felching
gl,58,filla
gl,59,flange
gl,60,foder
gl,61,follada
gl,62,foderos
gl,63,follas
gl,64,fode
gl,65,empacadora de fudge
gl,66,deus condenado
gl,67,maldito
gl,68,o inferno
gl,69,durmir
gl,70,cachonda
gl,71,tirón
gl,72,kock
gl,73,labios
gl,74,lujuria
gl,75,masoquista
gl,76,masturbarse
gl,77,puta de nai
gl,78,nazi
gl,79,nigger
gl,80,negros
gl,81,orgasim
gl,82,orgasmo
gl,83,orgasmos
gl,84,pecker
gl,85,pene
gl,86,piss
gl,87,enojado
gl,88,pisser
gl,89,mentiras
gl,90,pissing
gl,91,molestar
gl,92,caca
gl,93,porno
gl,94,pornografía
gl,95,picar
gl,96,pinchazos
gl,97,pube
gl,98,violación
gl,99,violador
gl,100,recto
gl,101,retraso
gl,102,rimming
gl,103,sádico
gl,104,atornillar
gl,105,escroto
gl,106,semen
gl,107,sexo
gl,108,shag
gl,109,falando
gl,110,transexual
gl,111,shite
gl,112,confundido
gl,113,cariño
gl,114,skank
gl,115,sluts
gl,116,smegma
gl,117,smut
gl,118,arrebatar
gl,119,fillo de puta
gl,120,spac
gl,121,spunk
gl,122,testículo
gl,123,tit
gl,124,tetas
gl,125,titt
gl,126,turd
gl,127,vaxina
gl,128,viagra
gl,129,vulva
gl,130,wang
gl,131,pálido
gl,132,x avaliado
gl,133,xxx
hi,0,गर्भपात
hi,1,गुदा
hi,2,नितंब
hi,3,गधा कमीने
hi,4,गधे
hi,5,बेवकूफों
hi,6,गेंद का थैला
hi,7,गेंदों
hi,8,घटिया इंसान
hi,9,बेल अंत
hi,10,वहशी
hi,11,वहशीता
hi,12,कुतिया
hi,13,वो साले
hi,14,bitching
hi,15,रक्तरंजित
hi,16,blowjob
hi,17,bollok
hi,18,उल्लू
hi,19,स्तन
hi,20,स्तनों
hi,21,buceta
hi,22,चूतड़
hi,23,बट
hi,24,कालीन का चूरा
hi,25,चिंक
hi,26,cipa
hi,27,भगशेफ
hi,28,मुर्गा
hi,29,मुर्गा चूसने वाला
hi,30,मुर्गा के
hi,31,कून
hi,32,बकवास
hi,33,सह
hi,34,सह शॉट
hi,35,cunillingus
hi,36,योनी
hi,37,अरे नहीं
hi,38,लिंग
hi,39,डिल्डो
hi,40,dink
hi,41,कुत्ते-कमीने
hi,42,duche
hi,43,बांध
hi,44,बोल पड़ना
hi,45,ejaculated
hi,46,ejaculates
hi,47,ejaculating
hi,48,फटना
hi,49,सिगरेट
hi,50,fagging
hi,51,होमोसेक्सुअल
hi,52,fagots
hi,53,पिछाड़ी
hi,54,felching
hi,55,मुखमैथुन
hi,56,निकला हुआ किनारा
hi,57,लानत है
hi,58,गड़बड़
hi,59,मूर्ख
hi,60,fuckers
hi,61,कमबख्त
hi,62,fuckings
hi,63,fucks
hi,64,ठगना पैकर
hi,65,भगवान-शापित
hi,66,धत् तेरे की
hi,67,नरक
hi,68,होर
hi,69,सींग का बना हुआ
hi,70,झटका बंद
hi,71,कॉक
hi,72,लेबिया
hi,73,हवस
hi,74,lusting
hi,75,masochist
hi,76,हस्तमैथुन
hi,77,माँ कमीने
hi,78,नाजी
hi,79,चाकलेट का रंग
hi,80,जी में आये करो
hi,81,orgasim
hi,82,ओगाज़्म
hi,83,संभोग सुख
hi,84,चोंच
hi,85,पेशाब
hi,86,बहुत मदहोश
hi,87,pisser
hi,88,pisses
hi,89,pissing
hi,90,दूर जाने का अभद्र संकेत देना
hi,91,गोली चलाने की आवाज़
hi,92,पॉर्न
hi,93,अश्लील
hi,94,कामोद्दीपक चित्र
hi,95,चुभन
hi,96,pube
hi,97,pussies
hi,98,बिल्ली
hi,99,बलात्कार
hi,100,लुटेरा
hi,101,मलाशय
hi,102,काम करना
hi,103,rimming
hi,104,पीड़न कामुक
hi,105,पंगा लेना
hi,106,अंडकोश की थैली
hi,107,वीर्य
hi,108,यौन-संबंध
hi,109,shagging
hi,110,किन्नर
hi,111,मल
hi,112,shite
hi,113,शिफ़्ट को
hi,114,shitted
hi,115,shitting
hi,116,shitty
hi,117,skank
hi,118,फूहड़
hi,119,sluts
hi,120,शिश्नमल
hi,121,मैल
hi,122,छीनना
hi,123,दुष्ट
hi,124,spac
hi,125,साहस
hi,126,अंडा
hi,127,चूची
hi,128,titt
hi,129,turd
hi,130,योनि
hi,131,वियाग्रा
hi,132,वैंग
hi,133,wank
hi,134,वेश्या
hi,135,एक्स रेटेड
hi,136,xxx
hr,0,abortus
hr,1,analan
hr,2,čmar
hr,3,dupe
hr,4,magarac-fucker
hr,5,magaraca
hr,6,šupak
hr,7,šupci
hr,8,ballbag
hr,9,jaja
hr,10,kopile
hr,11,bellend
hr,12,zvjerski
hr,13,sodomija
hr,14,kuja
hr,15,kuje
hr,16,kučka
hr,17,krvav
hr,18,blowjob
hr,19,bollok
hr,20,sisa
hr,21,sise
hr,22,grudi
hr,23,buceta
hr,24,tumaralo
hr,25,kundak
hr,26,tepih muncher
hr,27,pukotina
hr,28,cipa
hr,29,klitoris
hr,30,penis
hr,31,penis-dojilja
hr,32,cocks
hr,33,rakun
hr,34,sranje
hr,35,sperma
hr,36,cumshot
hr,37,cunillingus
hr,38,pićka
hr,39,proklet
hr,40,kurac
hr,41,dildo
hr,42,dink
hr,43,pas-jebač
hr,44,duche
hr,45,nasip
hr,46,ejakulirati
hr,47,ejakulirao
hr,48,ejakulira
hr,49,ejakulacije
hr,50,ejakulacija
hr,51,peder
hr,52,fagging
hr,53,fagot
hr,54,pederi
hr,55,felching
hr,56,felacio
hr,57,obod
hr,58,jebati
hr,59,jebani
hr,60,guzica
hr,61,jeben
hr,62,jebeni
hr,63,fuckings
hr,64,fucks
hr,65,pakirač gluposti
hr,66,prokleto
hr,67,kvragu
hr,68,pakao
hr,69,hore
hr,70,rožnat
hr,71,drkadžija
hr,72,kock
hr,73,usne
hr,74,požuda
hr,75,lusting
hr,76,mazohista
hr,77,masturbirati
hr,78,jebačica
hr,79,nacistički
hr,80,crnčuga
hr,81,crnci
hr,82,orgasim
hr,83,orgazam
hr,84,orgazama
hr,85,pišati
hr,86,ljut
hr,87,pisser
hr,88,ljuti
hr,89,pissing
hr,90,odjebi
hr,91,krma
hr,92,pornografija
hr,93,porno
hr,94,ubod
hr,95,uboda
hr,96,pube
hr,97,pičkice
hr,98,maca
hr,99,silovanje
hr,100,nasilnik
hr,101,rektum
hr,102,usporiti
hr,103,anilingus
hr,104,sadista
hr,105,vijak
hr,106,skrotum
hr,107,sjeme
hr,108,seks
hr,109,čuperak
hr,110,karanje
hr,111,shemale
hr,112,sere
hr,113,shitted
hr,114,usrani
hr,115,skank
hr,116,djevojčura
hr,117,kurvice
hr,118,smegma
hr,119,trzaj
hr,120,sin-of-a-kuja
hr,121,spac
hr,122,hrabrost
hr,123,testis
hr,124,sjenica
hr,125,titt
hr,126,govno
hr,127,vagina
hr,128,viagra
hr,129,stidnica
hr,130,wang
hr,131,wank
hr,132,kurva
hr,133,x ocijenjeno
hr,134,xxx
hu,0,magzatelhajtás
hu,1,anális
hu,2,végbélnyílás
hu,3,szamár
hu,4,ass-fucker
hu,5,seggfej
hu,6,seggfejek
hu,7,labda táska
hu,8,golyó
hu,9,rohadék
hu,10,bellend
hu,11,bestiális
hu,12,állatiasság
hu,13,kurva
hu,14,szukák
hu,15,fasza
hu,16,véres
hu,17,szopás
hu,18,bollok
hu,19,fajankó
hu,20,mellek
hu,21,buceta
hu,22,ingyenélő
hu,23,csikk
hu,24,szőnyeg muncher
hu,25,rés
hu,26,cipa
hu,27,csikló
hu,28,kakas
hu,29,cock-balek
hu,30,kakasok
hu,31,mosómedve
hu,32,marhaság
hu,33,cum
hu,34,cumshot
hu,35,cunillingus
hu,36,picsa
hu,37,átkozott
hu,38,fasz
hu,39,vibrátor
hu,40,dildos
hu,41,dink
hu,42,dog-fucker
hu,43,duche
hu,44,gát
hu,45,lövell
hu,46,kiáltotta
hu,47,ejakulátum
hu,48,ejakuláció
hu,49,buzi
hu,50,fagging
hu,51,köteg
hu,52,segg
hu,53,felching
hu,54,fellatio
hu,55,karima
hu,56,szar
hu,57,köcsög
hu,58,köcsögök
hu,59,kibaszott
hu,60,fuckings
hu,61,baszik
hu,62,hamis csomagoló
hu,63,isten átkozott
hu,64,pokol
hu,65,hore
hu,66,kemény
hu,67,bunkó-off
hu,68,kock
hu,69,szeméremajkak
hu,70,vágy
hu,71,lusting
hu,72,mazochista
hu,73,maszturbál
hu,74,anya szar
hu,75,náci
hu,76,néger
hu,77,niggerek
hu,78,orgasim
hu,79,orgazmus
hu,80,harkály
hu,81,hímvessző
hu,82,pisi
hu,83,részeg
hu,84,pisser
hu,85,pisses
hu,86,tönkreteszed
hu,87,pissoff
hu,88,tat
hu,89,pornó
hu,90,porno
hu,91,pornográfia
hu,92,pöcs
hu,93,faszok
hu,94,pube
hu,95,idióta
hu,96,punci
hu,97,erőszak
hu,98,erőszaktevő
hu,99,végbél
hu,100,retard
hu,101,seggnyalás
hu,102,szadista
hu,103,csavarozás
hu,104,herezacskó
hu,105,sperma
hu,106,szex
hu,107,bozont
hu,108,shagging
hu,109,shemale
hu,110,shite
hu,111,szarik
hu,112,shitted
hu,113,szarozom
hu,114,szaros
hu,115,skank
hu,116,sluts
hu,117,smegma
hu,118,korom
hu,119,megragad
hu,120,fia-of-a-kurva
hu,121,spac
hu,122,bátorság
hu,123,here
hu,124,cinege
hu,125,mell
hu,126,titt
hu,127,hüvely
hu,128,viagra
hu,129,szeméremajak
hu,130,wang
hu,131,wank
hu,132,x névleges
hu,133,xxx
hy,0,աբորտ
hy,1,անալ
hy,2,անուս
hy,3,դայակ
hy,4,էշլին բրուք
hy,5,էշի
hy,6,փրչոտ
hy,7,սեքս խաղալիք
hy,8,բլանկը
hy,9,գնդակներ
hy,10,սրիկա
hy,11,բուլդոզեր
hy,12,բրիտանացի
hy,13,անչափահասություն
hy,14,կեղտոտ
hy,15,բիթերներ
hy,16,դավաճանություն
hy,17,արյունոտ
hy,18,սիրողական
hy,19,bollok
hy,20,բոբ
hy,21,բոյֆլես
hy,22,դոշիկներ
hy,23,բուետա
hy,24,բում
hy,25,կոտլետներ
hy,26,գորգի մուշտակ
hy,27,փխրուն
hy,28,շնչառություն
hy,29,կլիտորներ
hy,30,ոտքերի ֆետիշ
hy,31,քորթնի քամմզ
hy,32,կոկտեյլներ
hy,33,ծածկոց
hy,34,գաղտնի
hy,35,ամուսինս
hy,36,սեքս երեքով
hy,37,սեռական հարաբերություն
hy,38,ամուսին
hy,39,սատանա
hy,40,դիք
hy,41,դրսում
hy,42,dildos
hy,43,դինք
hy,44,շան շագանակագույն
hy,45,դուչե
hy,46,ejaculate
hy,47,ejaculated
hy,48,ejaculates
hy,49,ejaculating
hy,50,ցնցում
hy,51,մկնիկը
hy,52,կեղծիք
hy,53,ֆագոտ
hy,54,ֆագոտներ
hy,55,fanny
hy,56,փչացնելով
hy,57,կատարվում է քննություն
hy,58,ֆլանկը
hy,59,հագնված
hy,60,լատեքս
hy,61,փխրուն փաթեթեր
hy,62,աստվածուհին
hy,63,լեգենդ
hy,64,դժոխք
hy,65,հոր
hy,66,հենթաի
hy,67,անջատում
hy,68,կոկորդը
hy,69,լաբիացիան
hy,70,ցանկություն
hy,71,lusting
hy,72,մազոխիստ
hy,73,մանանա
hy,74,մեդիսոն պարկեր
hy,75,նազի
hy,76,նիգեր
hy,77,նիգերներ
hy,78,օրգազմ
hy,79,օրգազմներ
hy,80,պեկկեր
hy,81,պենիս
hy,82,piss
hy,83,հուզված
hy,84,պերսեր
hy,85,մղում
hy,86,pissoff
hy,87,փոստը
hy,88,պոռնիկ
hy,89,պոռնոգրաֆիա
hy,90,հեգնանքով
hy,91,պղինձ
hy,92,մորուքներ
hy,93,պոռնո աստղ
hy,94,բռնաբարություն
hy,95,բռնաբարող
hy,96,ռեկտուս
hy,97,ուշացումով
hy,98,rimming
hy,99,սադիստ
hy,100,պտուտակով
hy,101,շնչափող
hy,102,սերմնացան
hy,103,սեքսը
hy,104,շաղ տալ
hy,105,shagging
hy,106,տրանսվեստիտ
hy,107,բլիթ
hy,108,շիթ
hy,109,բախումներ
hy,110,շիկացած
hy,111,shitting
hy,112,շիկահեր
hy,113,skank
hy,114,ֆանտազիա
hy,115,ստրուկներ
hy,116,smegma
hy,117,սուտ է
hy,118,խլել
hy,119,"որդին, որդին"
hy,120,spac
hy,121,թափթփված
hy,122,բորբոքում
hy,123,տիտ
hy,124,տիտտ
hy,125,տաք
hy,126,վագինա
hy,127,վիագրան
hy,128,վոլվա
hy,129,wang
hy,130,wank
hy,131,x գնահատված
hy,132,xxx
id,0,abortus
id,1,anal
id,2,dubur
id,3,pantat
id,4,bajingan
id,5,keledai
id,6,keparat
id,7,tas bola
id,8,bola
id,9,bellend
id,10,kejam
id,11,kebinatangan
id,12,menggerutu
id,13,pelacur
id,14,berdarah
id,15,blowjob
id,16,bollok
id,17,dada
id,18,payudara
id,19,buceta
id,20,gelandangan
id,21,pengunyah karpet
id,22,celah
id,23,cipa
id,24,kelentit
id,25,kokang
id,26,pengisap ayam
id,27,ayam
id,28,coon
id,29,sampah
id,30,air mani
id,31,cumshot
id,32,cunillingus
id,33,vagina
id,34,mengutuk
id,35,kontol
id,36,dildo
id,37,dink
id,38,anjing-keparat
id,39,duche
id,40,tanggul
id,41,berejakulasi
id,42,ejakulasi
id,43,homo
id,44,fagging
id,45,kayu bakar
id,46,penggemar
id,47,felching
id,48,fellatio
id,49,flens
id,50,brengsek
id,51,kacau
id,52,sialan
id,53,persetan
id,54,pengepakan fudge
id,55,terkutuk
id,56,ya tuhan
id,57,neraka
id,58,hore
id,59,terangsang
id,60,kock
id,61,labia
id,62,nafsu
id,63,bernafsu
id,64,masokis
id,65,masturbasi
id,66,keparat ibu
id,67,nazi
id,68,orang negro
id,69,negro
id,70,orgasim
id,71,orgasme
id,72,cotok
id,73,penis
id,74,kencing
id,75,kesal
id,76,pisser
id,77,bikin
id,78,buritan
id,79,porno
id,80,pornografi
id,81,tusukan
id,82,menusuk
id,83,pube
id,84,pussies
id,85,memperkosa
id,86,pemerkosa
id,87,memperlambat
id,88,rimming
id,89,sadis
id,90,meniduri
id,91,skrotum
id,92,seks
id,93,bercinta
id,94,waria
id,95,kotoran
id,96,shite
id,97,kengerian
id,98,dikirim
id,99,buang hajat
id,100,menyebalkan
id,101,smegma
id,102,jelaga
id,103,merebut
id,104,dasar bajingan
id,105,ruang
id,106,keberanian
id,107,buah pelir
id,108,titt
id,109,viagra
id,110,vulva
id,111,wang
id,112,terima kasih
id,113,x diberi peringkat
id,114,xxx
is,0,fóstureyðingu
is,1,endaþarms
is,2,anus
is,3,rass
is,4,ass-fucker
is,5,asna
is,6,rassgat
is,7,assholes
is,8,ballbag
is,9,kúlur
is,10,bastarður
is,11,bellend
is,12,bestial
is,13,bestiality
is,14,tíkur
is,15,blóðug
is,16,blowjob
is,17,bollok
is,18,bobbingar
is,19,brjóst
is,20,buceta
is,21,bum
is,22,rassinn
is,23,teppi muncher
is,24,chink
